L3,EB501,EB502,EB503,EB504,EB505,EB506,EB507,EB508,EB509,EB510,EB511,EB512,EB513,EB514,EB515,EB516,EB517,EB518,EB519,EB520,EB521,EB522,EB523,EB524,EB525,EB526,EB527,EB530,EB531,EB532,EB533,EB534,EB535,EB536,EB537,EB538,EB539,EB540,EB541,EB542,EB543,EB544,EB545,EB546,EB547,EB548,EB550,EB551,EB552,EB553,EB554,EB555,EB556,EB557,EB558,EB559,EB560,EB561,EB562,EB563,EB564,EB565,EB566,EB567,EB568,EB569,EB570,EB571,EB572,EB573,EB574,EB575,EB576,EB577,EB578,EB579,EB580,EB582,EB583,EB584,EB585,EB586,EB587,EB588,EB589,EB590,EB591,EB592,EB593,EB594,EB595,EB596,EB601,EB602,EB603,EB604,EB605,EB606,EB607,EB608,EB609,EB610,EB611,EB612,EB613,EB614,EB615,EB616,EB617,EB618,EB619,EB620,EB621,EB622,EB623,EB624,EB625,EB626,EB627,EB628,EB629,EB630,EB631,EB632,EB633,EB634,EB635,EB636,EB637,EB638,EB639,EB640,EB642,EB643,EB644,EB645,EB646,EB647,EB648,EB649,EB650,EB651,EB652,EB653,EB654,EB655,EB656,EB657,EB658,EB659,EB660,EB1,EB10,EB11,EB12,EB13,EB14,EB15,EB16,EB17,EB18,EB19,EB2,EB20,EB21,EB22,EB23,EB24,EB25,EB26,EB3,EB4,EB41,EB42,EB43,EB44,EB45,EB46,EB47,EB5,EB6,EB7,EB8,EB9,EB202,EB203,EB204,EB205,EB206,EB207,EB208,EB209,EB210,EB211,EB212,EB213,EB214,EB215,EB216,EB217,EB218,EB219,EB220,EB221,EB222,EB223,EB224,EB225,EB226,EB227,EB228,EB229,EB230,EB231,EB232,EB233,EB234,EB235,EB236,EB237,EB238,EB239,EB240,EB241,EB242,EB243,EB244,EB245,EB246,EB247,EB248,EB249,EB250,EB251,EB252,EB253,EB254,EB255,EB256,EB257,EB258,EB259,EB260,EB261,EB262,EB263,EB265,EB266,EB267,EB268,EB269,EB270,EB271,EB272,EB273,EB274,EB275,EB276,EB277,EB278,EB279,EB280,EB281,EB282,EB356,EB357,EB358,EB359,EB360,EB361,EB362,EB363,EB364,EB365,EB366,EB367,EB368,EB369,EB370,EB371,EB372,EB373,EB374,EB375,EB376,EB377,EB378,EB379,EB380,EB381,EB382,EB383,EB384,EB385,EB386,EB387,EB388,EB389,EB390,EB391,EB392,EB393,EB394,EB395,EB396
Ochrophyta,0,0.018332953,0.001834114,0,0.012339265,0.024296368,0.012497957,0,0.015208411,0.016727494,0.00547362,0.002274665,0.021201413,0.001101322,0.001677356,0.00543826,0,0.003282432,0,0.014350718,0.006238165,0.00122429,0.02200178,0.006099283,0.001379311,0.032927182,0.002133947,0,0,0,0,0.006695779,0,0,0.005118941,0.016833926,0,0,0,0.177765986,0,0.001503464,0,0,0,0,0,0,0,0,0,0.014578189,0,0.003401912,0,0,0,0,0,0,0,0,0,0.009570994,0.003268356,0.001830283,0.010276955,0.013376247,0,0.001270838,0.001554454,0.008000865,0.00690876,0.002021369,0,0.007229386,0,0,0.008159866,0.010033799,0.005067843,0,0.010420168,0.005696532,0.000780359,0.003761356,0.016134897,0.008630352,0.00525534,0,0.003011748,0.009569379,0.005735983,0.000776351,0.012772876,0.014523626,0.00289296,0.004150501,0.018233484,0.006951759,0.000675995,0,0.009310619,0.011860277,0,0,0,0.002843217,0.004905757,0,0.014263641,0.011412102,0.003436426,0,0.012812369,0.005171727,0.003759512,0,0.00236436,0.004719455,0,0.000895255,0.005518394,0.02308302,0.013041335,0,0.008721488,0.009227929,0.000313715,0,0.008795459,0.00660793,0,0.010722262,0.006565657,0,0.031453134,0,0.026936829,0,0.001156347,0.020793346,0.030106706,0.003422076,0,0.044139283,0.029027255,0.001640893,0.001261033,0.011045912,0.005015579,0,0,0,0,0,0.004436697,0,0,0,0,0.049095608,0.015667312,0.003219696,0.005116959,0,0.001421212,0.001665741,0.00588668,0.011569984,0,0,0.003697456,0.003173596,0.006194827,0,0.012484394,0,0,0,0.005469262,0,0.00089827,0,0,0,0,0,0.006811905,0.01465866,0,0,0.006364197,0,0,0.007516566,0.00238197,0.005353517,0.004859677,0.00572842,0.001472754,0.011987795,0.005883402,0.004365346,0,0.010989011,0,0.002629384,0,0.003479637,0,0.003820314,0.001122334,0.00391533,0.00987219,0,0.003008864,0.001204198,0.001072066,0.001229729,0.003488005,0.007024031,0.001406046,0,0,0,0.003603736,0.002224694,0,0,0,0,0.000751073,0.003365384,0,0.001172906,0.003838533,0.001396648,0.001451204,0.004626823,0.003797898,0.003105152,0,0.001365067,0.001601464,0.00126369,0,0.006869828,0,0.008299905,0.007119689,0.010799545,0.020839199,0.002303768,0.004608294,0.009932087,0.006099218,0.007151216,0.001417134,0.012063627,0.005703228,0.009351091,0.007310967,0.001706873,0,0.041679223,0.049093372,0.010996422,0,0.029533186,0.014739884,0.00134839,0.000641489,0.019211615,0.016569273,0.005742195,0,0.021400779,0.016871584,0.00774735,0.038944494,0.021959458,0.00267758,0.022467814,0.048578982,0.036625245,0.025688072,0.003759005,0.027800897,0.007805109,0.002078191,0.023647877,0.003051438,0.002551021,0.015081075,0.001742161,0.006430347,0,0.034057645,0.010288327,0.001345292,0.02152037,0.024812322,0.022664689,0.013684255
Oligohymenophorea,0,0.004668641,0,0,0.000909209,0.00252586,0.040352885,0,0.000563275,0.01551095,0,0.006823997,0.002826854,0.003671072,0.004242724,0.002239284,0.006955946,0.004566862,0,0.013650683,0.004455832,0.000428501,0.000890246,0.004235613,0,0.003481288,0.001559423,0,0.006913659,0,0,0.009024745,0,0,0,0,0,0.003030236,0,0,0,0,0,0.001869401,0.011413126,0,0.002860563,0,0.005706964,0,0,0,0.025596817,0,0.012748806,0,0.011448926,0,0,0,0,0.007774061,0,0.095484732,0.006536711,0.00515807,0,0.005129236,0.00781301,0.006877476,0.007189352,0.003892312,0.03026151,0.012513236,0.005064407,0.005470888,0,0.011250001,0.01332223,0.02059569,0.007465532,0.002174659,0.011764706,0.00383221,0.006062789,0,0.009448363,0.009078681,0.001599451,0,0.003513615,0,0.00266602,0.010032844,0.009521599,0.023431451,0.00168756,0,0.014681507,0.004213187,0.004867167,0,0.003763866,0.013322503,0.003237084,0.001793186,0,0.00216626,0.005009036,0,0.0039225,0.00853026,0.00633591,0.000424447,0.002858958,0.020686913,0.002556458,0.002325582,0.004230961,0.000524385,0,0,0.005518396,0.000594413,0,0.021466315,0,0.001743053,0.000376458,0,0,0,0.002426261,0.019657483,0.003535354,0.0008858,0.011742502,0.002704326,0.006317044,0.001665742,0.002794507,0.014075495,0.012195122,0.003248072,0,0.003555663,0.009971195,0.002436477,0.001639345,0.026320331,0.041416525,0.003226258,0,0.001591722,0.009352606,0.014553572,0,0,0,0.005936516,0,0,0.001611863,0.02935606,0.014802631,0,0.00355303,0.002220989,0,0.019443997,0,0.013672252,0.005513751,0.02221517,0.007743535,0,0,0.00997553,0.003799606,0,0.000437542,0,0,0.003285039,0.015001546,0.008838579,0,0,0.00417306,0.026552623,0.009469037,0.014797041,0.005029768,0,0,0,0.007268064,0.012737677,0,0.010805884,0.010186548,0.010897994,0.036013549,0.011081262,0,0,0.029810298,0.001475021,0,0.010201661,0,0.004347253,0.012345679,0.004527101,0.016042309,0,0.000731886,0.003526578,0.00970816,0.014526169,0.011838073,0,0.008436275,0,0,0.008539231,0,0.003943775,0.00812421,0,0.021273495,0.004344048,0.018776824,0.006057691,0,0.023751344,0.003962358,0.005078719,0.006167614,0.016918024,0.018989488,0.008327452,0.060321613,0.017389755,0.017959277,0.012805391,0.028084805,0.015385253,0.033714286,0.01253348,0.00403449,0.007199697,0.011170562,0.003784763,0.011454903,0.004244483,0.000971213,0.003380575,0.002975979,0.007793317,0.006721663,0.018418817,0.020630945,0.012573958,0.031279576,0.029167921,0.004934005,0.014886664,0.004297995,0.01111464,0.013583815,0.006236306,0.003207441,0.009297474,0.008728459,0.005412184,0.014446228,0.001459144,0.003230729,0.005625464,0,0.002533785,0.008891584,0.007165412,0.005948447,0.009156311,0.001511062,0,0.002663558,0.008514665,0.005390309,0.005416125,0.009652511,0,0.010998979,0.062137047,0.011293634,0,0,0.000762098,0.003139013,0.017223833,0.007123504,0.094895148,0.004119249
Oomycota,0,0.030289229,0.034033012,0,0.000649436,0.020567718,0,0,0.000563275,0.024026762,0,0,0.032273264,0.000367107,0.000296005,0.024312219,0.001656177,0.000428143,0.00058292,0.034651732,0.000445583,0.000979432,0.026580183,0.000395324,0,0.017696547,0.001231124,0,0,0,0.137002621,0,0,0,0,0,0,0,0,0,0.015278611,0,0.006754446,0,0,0,0,0,0,0,0,0,0.017108753,0,0,0,0.020099225,0,0.064186535,0,0,0,0,0,0,0,0,0.027858799,0.011979945,0,0,0.007027787,0.024837276,0,0,0.022078936,0.094026548,0,0.018900917,0.036121672,0.000163478,0,0.021512606,0.044950805,0,0,0.016352932,0.024433981,0,0.006900691,0.031559789,0.018506815,0.000888674,0,0.024849048,0.016653755,0,0,0.007340753,0.001895934,0,0,0.016442154,0.034443543,0,0,0.018018016,0.006904954,0,0,0.004041363,0.012680114,0,0.001273344,0.008894535,0.006099987,0.000180456,0.002063016,0.007964162,0.006467399,0,0,0.004347826,0.02635229,0,0,0.096319724,0.02768379,0,0,0.008109288,0.003146632,0,0.018317198,0.01489899,0,0.023904384,0,0.060667464,0,0.000626355,0.040946898,0.028201219,0,0,0.031694455,0.022712165,0,0,0.037797721,0.063302686,0,0.000499751,0,0,0.002142857,0,0,0,0,0,0,0,0,0.016630117,0.006780545,0,0,0.001471671,0.004338744,0,0,0.013233005,0,0.001548707,0.008236102,0,0.009787313,0,0.001221448,0.002625246,0.002589715,0,0,0,0.001240502,0,0,0.000306842,0,0.013303126,0.00139972,0,0,0,0,0.003786722,0.011630054,0,0.01874756,0,0,0,0,0.030287474,0.028846154,0,0,0,0.02190589,0,0.001976024,0.014590348,0.006484767,0.00599383,0,0,0,0,0.001076014,0.002008245,0.009057301,0,0.005381512,0,0,0,0,0,0,0,0,0.00193133,0.001346154,0,0.003811944,0.005943537,0.011681055,0.014512033,0.000529792,0,0.00084686,0.00100023,0,0.009723175,0,0,8.2251E-05,0,0.002339699,0.00814809,0.008715422,0.005350605,0.015468159,0,0.003480474,0,0.004550774,0.012683341,0.005978435,0.004684795,0.005100595,0.010816225,0.000113856,0,0,0.004070557,0,0.008118434,0.012956496,0.019219651,0.000168549,0.004356774,0.041886066,0.023522456,0,0,0.017023345,0.012474202,0,0.042402184,0.037795608,0,0.028661646,0.018175809,0.034663178,0.035725853,0.003132505,0.00332945,0.004020814,0,0.020825386,0,0,0.103526477,0.022648087,0.003296228,0,0.047728677,0.028578684,0,0,0.026676832,0.039822071,0.002234168
Opalinata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000968241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000610725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000241866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelagophyceae,0.019989195,0.046686404,0.010597106,0,0.049097286,0.010584556,0.001797092,0,0.025535111,0.012165451,0.063098678,0,0.02426384,0.056350955,0.0024667,0.019513756,0.026498841,0.070786357,0.00116584,0.032551628,0.086108947,0.000612144,0.058247489,0.027107927,0,0.031186539,0,0,0,0,0,0.073653566,0,0,0,0,0,0.002783326,0,0,0,0,0,0,0,0.011847527,0,0.009380863,0,0,0,0,0,0.015551595,0,0,0.012084977,0,0,0,0,0,0,0,0.006186529,0.002828618,0.007489984,0.00341949,0,0.005232863,0.006897892,0.0109201,0,0.007026664,0.000220192,0.00508011,0,0.001,0.009575354,0.005492183,0.007465533,0,0.008403361,0.004039358,0.004802209,0,0.006250456,0.010087425,0.002932327,0,0.005270423,0.003069423,0.006745839,0,0.008824895,0.005422153,0.00470106,0,0.017759886,0.006109122,0.003785574,0,0.006339145,0.004386678,0.01268937,0,0.023648649,0.012862172,0.012290212,0.000995521,0.013550458,0.013025937,0.004080756,0,0.003494283,0.005702161,0.005233241,0,0.005475361,0.001747946,0,0.004588182,0,0.000594413,0.000799705,0.002311757,0,0,0,0,0,0,0.002188393,0.006105734,0.002020203,0.003679476,0.004613126,0.003104968,0.003933255,0.002568018,0.001493616,0.006717851,0.005335366,0.002726061,0,0.004659146,0.002548194,0.002685097,0.001261033,0.003969624,0.000683942,0,0.000624687,0,0,0,0,0,0,0,0,0,0,0.002462122,0.008406433,0,0,0,0,0.058010607,0,0.072405161,0.00720031,0,0.039027413,0,0,0,0,0.003297912,0,0,0,0,0.011444478,0.050860598,0.016627079,0.019928461,0.041116908,0.05841865,0.050249798,0.00939812,0.043420242,0.038709676,0.068846275,0.051330235,0.034385877,0.01606055,0.042279188,0.074209088,0.063082964,0.075632084,0.06222143,0.035146631,0.025667351,0.00595238,0,0.018726351,0.023242576,0.020166074,0.032802105,0.039652219,0,0.018597821,0.01004848,0.000444448,0.004472635,0.049802166,0.001727219,0.05610637,0.055596661,0.062476893,0.045395196,0.015375744,0,0.000489956,0,0.053696027,0.000180538,0.009432068,0.065714701,0.001124342,0,0.049807692,0.001041666,0.048675592,0,0.009395633,0.000483735,0,0.060698542,0.018419196,0.01761945,0.047005757,0.034660261,0.001010952,0.008706714,0.039779517,0.002857143,0.050189367,0.004271814,0.045566503,0.08307519,0.076188909,0.052402897,0.046264857,0,0.075932907,0.044356266,0.040140921,0,0.069991499,0.048072108,0.060537069,0.023755442,0.027509795,0.003823858,0.033196744,0,0.017275326,0.013439307,0.041968649,0.004383503,0.017077056,0.021599236,0.035047193,0.002334744,0.017023347,0.008615274,0.025906708,0.026751593,0.015625,0.041527733,0.006072383,0,0.020710704,0.023313547,0.02704396,0.005410354,0.005676443,0.0488375,0.007094362,0.143417611,0.002834468,0.004649054,0.003484321,0.061061277,0,0.0155418,0,0.091928244,0,0.021896039,0.001906376,0.069119603
Perkinsida,0,0,0,0,0,0.001443349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004196873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003078381,0.002106593,0.000473196,0,0,0.001299755,0,0,0,0,0,0,0,0,0,0,0.00042355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001467035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000307432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001358235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001470519,0.003180709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000749126,0,0,0,0,0,0,0,0,0,0.001103276,0,0,0,0.001912316,0,0
Phaeophyceae,0,0.000341607,0,0,0,0.001202791,0.000163364,0,0.000563275,0,0,0,0.001884569,0,0,0.001279591,0.001324942,0,0,0.001050053,0,0,0.000254355,0,0,0.001305483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002846015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001230072,0,0,0.000350181,0,0,0.002816051,0.000846409,0,0,0.000973078,0,0,0,0,0,0,0.001248959,0.001161808,0.000272464,0,0,0,0,0,0.001816993,0,0,0,0,0,0,0.001970738,0.000464468,0,0,0,0,0.001053297,0,0,0,0.00324939,0,0.002988643,0,0.000541565,0,0.001493279,0,0.002881844,0,0,0,0.002652168,0,0,0,0,0,0,0.002006689,0.001783238,0,0,0.003929461,0,0,0,0,0,0,0,0,0,0,0.000300481,0,0,0,0,0.000762195,0,0,0,0,0,0,0.001294443,0.000379968,0,0,0,0.002672173,0,0,0,0,0,0,0.007321275,0,0.012878789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007528704,0,0,0,0,0,0,0,0.001395566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001562297,0,0,0,0,0,0,0,0,0,0.002530644,0,0,0,0,0,0,0.002033015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002038627,0,0,0.000586453,0,0,0,0,0,0,0.000153882,0,0,0.00168492,0.000522968,8.2251E-05,0,0,0.001344831,0.000378931,0.000750961,0,0,0.000424448,0.001437396,0,0,0.000640547,0,0,0,0.000455166,0,0,0.00086345,0,0,0,0.001156069,0,0.003902386,0,0.001849249,0,0,0,0.006551198,9.86599E-05,0,0,0,0,0.003304693,0.001526051,0,0,0,0,0,0,0,0,0.003174964,0.004645761,0,0,0,0.001270163,0,0,0.001577661,0,0.001326538
Phyllopharyngea,0,0,0.056653762,0.003479854,0,0,0,0,0.003191888,0.001520682,0.006233845,0.006255332,0.001648998,0.00256975,0,0.001919385,0,0,0.002331681,0.004900245,0,0,0.003560982,0.00513921,0.001839081,0.002610966,0.00287262,0,0,0,0,0,0,0,0,0,0,0.007317457,0,0,0,0,0,0.002707407,0,0,0.001809744,0,0.001397624,0,0,0,0,0,0.022454352,0,0.004197939,0,0,0,0.014235277,0,0,0,0,0.001996672,0.009231842,0.006034396,0.000781301,0.008671601,0.004954824,0.002919235,0,0.009818076,0,0.00508011,0,0.000916666,0.003663614,0.007604561,0.004740886,0.000228912,0.007731092,0.003728637,0,0.005439501,0.0096664,0.004483303,0.000380822,0,0.001254863,0.010472149,0.005453224,0,0.001625638,0,0.002410801,0.009654426,0,0,0.00446157,0,0.002575278,0.01072299,0,0.003719201,0.002627628,0.00839426,0.004750838,0.00199104,0.001664092,0.004265129,0.002362542,0.001697794,0.004976704,0.007160855,0.002857229,0.001200299,0.002737681,0.007341375,0,0,0.001337792,0.002575787,0.000369094,0,0.004600346,0,0.000250972,0,0,0.00566394,0.001046622,0.002531646,0.003535354,0.00129463,0,0.005308494,0,0,0.000770899,0,0.011814025,0.002088045,0,0.001164787,0.004653223,0.002187858,0.002143759,0.001812221,0.010107151,0,0,0,0.006680433,0.005982143,0,0,0,0,0,0.003445306,0,0.014393939,0,0,0,0.003886731,0.005396124,0,0,0,0.00168656,0.013752249,0.001858448,0,0,0.003387916,0,0,0,0.009988902,0,0.00235849,0,0.00279113,0.006730009,0,0,0,0.001713721,0,0,0,0,0,0.00158798,0,0,0,0,0,0,0,0,0.001831501,0,0,0.004933118,0.001107157,0,0,0,0,0.000352578,0,0.006749613,0,0,0.001767734,0.002008243,0,0.000803455,0,0,0.001469868,0.004412737,0,0,0.018061408,0,0.010119079,0.012660944,0,0,0,0,0.005078721,0.003023341,0,0.002712784,0.002893436,0,0,0.002173416,0,0,0.002097988,0,0.000612744,0.000395539,0,0.002346757,0.005594866,0.002896641,0.000594227,0,0.003380575,0.00255084,0,0.006721663,0.009917823,0.003204807,0.001991351,0,0,0.001480204,0.003319673,0,0.001270239,0.00867052,0.001432665,0,0,0.004734081,0.000990033,0,0.006930934,0.010858838,0.001332315,0,0.025337838,0.001263009,0.004129221,0.00462657,0,0,0.003132505,0.00066589,0.002128666,0.002273022,0.003356472,0.001868228,0.000566893,0.002267832,0.171312426,0.000702475,0,0,0.019179476,0.001601537,0,0.001912316,0.007413684,0.001535992
Pinguiophyceae,0,0,0,0,0,0,0.004329357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000195325,0,0,0,0,0,0,0,0,0,0,0,0,0.000915646,0,0,0,0,0.000218039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001007162,0,0,0,0,0.004408665,0,0,0,0,0,0,0,0,0,0,0,0,0.000208218,0,0,0,0.000174004,0,0,0,0.000149172,0,0,0,0,0,0.00206924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000964165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001395566,0,0,0.001227371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002013209,0.000406917,0.000917432,0,0.000415455,0.000457561,0,0,0,0,0.00027852,0,0,0.000469351,0,0,0,0,0,0,0,0,0,0,0.000170687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000897425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001360698,0,0,0,0,0,0,0,0,0,0
Pirsonia_Clade,0,0.001138693,0.001222742,0,0,0.017199903,0.015193596,0,0,0.002433089,0,0,0.004475854,0.001651983,0,0,0,0.000999001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000481278,0,0,0,0,0.00358035,0.002112378,0,0,0.004369747,0.004039358,0,0,0.003270587,0,0,0,0.004956707,0,0,0,0,0.000968241,0,0,0,0,0,0,0.001386688,0,0,0,0.001501501,0,0,0,0.00225841,0.001037464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001262626,0,0.000838751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001823847,0,0,0,0,0,0,0,0,0,0,0,0,0.006628788,0,0,0,0,0.002207506,0.000964165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016203399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040449,0.001263767,0,0,0,0,0,0,0,0.001981179,0,0,0,0,0.000635145,0.00084635,0,0,0,0,0,0,0.000389929,0,0.001894657,0.002909978,0,0,0.002122241,0,0,0,0.001814882,0,0.003683763,0,0,0,0,0.001603553,0,0,0,0,0,0,0,0,0,0,0.020306421,0.022076643,0,0,0.002744932,0,0,0,0.001962067,0,0,0.001415015,0,0,0,0,0,0.001587482,0,0,0,0.000527654,0,0,0,0,0,0
Placidideae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001008403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000832045,0.000576369,0,0,0,0,0,0,0,0.001573152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001787842,0,0,0,0.001905487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001101187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001266893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plagiopylea,0,0,0,0,0,0,0,0,0,0.001216545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001305483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001878613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
